user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCF_002407125.1_ASM240712v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.55	0.89	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.55	0.89	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.05, 0.87; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.4, 0.8; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.03, 0.87; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.98, 0.78; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.6, 0.84; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.93, 0.77; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.16, 0.44; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.16, 0.46; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.14, 0.46; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 79.03, 0.49; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 79.01, 0.45; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.94, 0.5; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 78.9, 0.4; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.88, 0.47; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.86, 0.47; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.85, 0.5; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.56, 0.48; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.49, 0.41; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.47, 0.45; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.31, 0.46; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.77, 0.21	94.54	11	N/A	N/A
GCF_009649035.1_ASM964903v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.55	0.89	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.55	0.89	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.07, 0.87; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.44, 0.79; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.06, 0.88; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.99, 0.76; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.53, 0.84; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.82, 0.77; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.18, 0.46; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.16, 0.44; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.13, 0.47; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.98, 0.47; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.95, 0.45; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.93, 0.5; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.89, 0.48; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 78.88, 0.4; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.88, 0.5; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.87, 0.48; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.65, 0.4; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.62, 0.48; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.52, 0.45; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.35, 0.45; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.77, 0.21	94.62	11	N/A	N/A
GCF_007431745.1_ASM743174v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.37	0.88	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.37	0.88	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.04, 0.85; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.12, 0.83; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.07, 0.86; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.76, 0.76; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.4, 0.84; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.86, 0.75; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.38, 0.42; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.08, 0.48; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.04, 0.45; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.99, 0.51; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.87, 0.47; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.84, 0.44; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 78.8, 0.39; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.8, 0.49; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.79, 0.49; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.71, 0.46; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.64, 0.41; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.57, 0.45; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.47, 0.48; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.16, 0.44; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.01, 0.19	94.6	11	N/A	N/A
GCF_002587105.1_ASM258710v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.61	0.92	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.61	0.92	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.02, 0.89; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.1, 0.79; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.07, 0.88; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.75, 0.79; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.56, 0.81; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.95, 0.78; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.18, 0.42; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.02, 0.49; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.0, 0.44; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.0, 0.46; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 78.96, 0.47; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.89, 0.44; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.83, 0.51; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.78, 0.51; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.78, 0.51; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.66, 0.43; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.63, 0.46; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.6, 0.48; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.45, 0.45; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.39, 0.45; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.7, 0.21	94.64	11	N/A	N/A
GCF_001870085.1_ASM187008v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.57	0.91	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.57	0.91	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.09, 0.87; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.32, 0.82; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.17, 0.9; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 84.12, 0.77; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.48, 0.82; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.89, 0.78; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 79.54, 0.47; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.37, 0.41; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.36, 0.44; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 79.2, 0.51; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.12, 0.5; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 79.1, 0.52; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.09, 0.48; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 79.07, 0.49; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 79.07, 0.47; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 78.89, 0.48; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.7, 0.42; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.69, 0.47; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.67, 0.44; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.51, 0.44; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.67, 0.21	94.6	11	N/A	N/A
GCF_001587035.1_ASM158703v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.55	0.9	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.55	0.9	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.05, 0.88; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.28, 0.82; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 84.08, 0.79; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.0, 0.86; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.58, 0.82; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.94, 0.77; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.52, 0.43; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 79.45, 0.46; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 79.39, 0.49; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.37, 0.44; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.29, 0.45; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 79.16, 0.5; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.15, 0.48; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.99, 0.49; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.94, 0.45; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 78.93, 0.49; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.69, 0.44; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.64, 0.48; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.64, 0.46; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.33, 0.45	94.66	11	N/A	N/A
GCF_003030185.1_ASM303018v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.58	0.93	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.58	0.93	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 90.94, 0.88; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 86.55, 0.81; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 84.05, 0.75; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.02, 0.87; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.75, 0.82; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 83.04, 0.77; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 79.79, 0.45; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.53, 0.42; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 79.33, 0.47; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.27, 0.45; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.12, 0.5; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.09, 0.47; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 79.04, 0.51; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.02, 0.48; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.98, 0.5; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.87, 0.48; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.64, 0.45; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.62, 0.42; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.44, 0.48; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.36, 0.43; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.75, 0.2	94.6	11	N/A	N/A
GCF_001506945.1_ASM150694v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.16	0.91	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.16	0.91	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 90.95, 0.88; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 85.24, 0.77; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.04, 0.88; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.36, 0.76; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.22, 0.84; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 83.11, 0.77; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.24, 0.46; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.19, 0.46; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.13, 0.43; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 79.02, 0.49; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.02, 0.49; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.96, 0.51; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 78.94, 0.46; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.93, 0.44; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.89, 0.47; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.87, 0.51; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.56, 0.46; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.5, 0.45; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.39, 0.42; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.26, 0.45; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.98, 0.22	94.62	11	N/A	N/A
GCF_001507245.1_ASM150724v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.19	0.93	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.19	0.93	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 90.99, 0.87; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 85.33, 0.78; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.23, 0.87; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.42, 0.8; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.15, 0.84; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.98, 0.78; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.32, 0.42; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.29, 0.48; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.27, 0.46; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.13, 0.48; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 79.12, 0.43; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.03, 0.46; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 79.0, 0.51; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.96, 0.5; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.92, 0.47; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.89, 0.47; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.56, 0.44; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.48, 0.44; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.33, 0.45; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.22, 0.45; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.97, 0.23	94.62	11	N/A	N/A
GCF_001507045.1_ASM150704v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.21	0.93	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.21	0.93	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.0, 0.86; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 85.35, 0.78; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.18, 0.87; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.44, 0.8; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.23, 0.83; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 82.89, 0.77; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.3, 0.43; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.22, 0.45; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.05, 0.48; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.03, 0.46; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.01, 0.48; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.98, 0.45; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.93, 0.51; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.89, 0.48; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.83, 0.47; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.81, 0.52; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.39, 0.43; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.35, 0.46; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.32, 0.44; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.27, 0.45; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 76.95, 0.21	94.62	11	N/A	N/A
GCF_001507225.1_ASM150722v1_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	GCF_001457695.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.15	0.94	GCF_001457695.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	97.15	0.94	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 91.03, 0.87; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 85.23, 0.78; GCF_001687475.1, s__Campylobacter_D hepaticus, 95.0, 84.1, 0.87; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 83.39, 0.78; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 83.32, 0.83; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 83.01, 0.77; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 79.16, 0.43; GCF_000816225.1, s__Campylobacter_D lari_B, 95.0, 79.15, 0.46; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 79.15, 0.45; GCF_001705345.1, s__Campylobacter_D ornithocola, 95.0, 79.07, 0.44; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 79.04, 0.46; GCF_900111465.1, s__Campylobacter_D lari, 95.0, 78.99, 0.49; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 78.97, 0.45; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 78.87, 0.47; GCF_000816345.1, s__Campylobacter_D volucris, 95.0, 78.82, 0.48; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 78.75, 0.54; GCF_002738235.1, s__Campylobacter_D sp002738235, 95.0, 78.63, 0.45; GCF_000620965.1, s__Campylobacter_D upsaliensis, 95.0, 78.52, 0.44; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 78.49, 0.44; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 78.43, 0.43; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.07, 0.21	94.62	11	N/A	N/A
