fasta_header,hit_num,sseq_length,sseq_accession,sseq_description,bitscore,evalue,matched_residues,alignment_length,percent_identity,qseq_length
2019_08_19_21_1492R_97,45,1457,HQ803193,"Uncultured organism clone ELU0153-T424-S-NIPCRAMgANa_000011 small subunit ribosomal RNA gene, partial sequence",2026.47,0,1178,1212,97.19471947,1210
2019_08_19_21_1492R_97,46,1465,HQ797256,"Uncultured organism clone ELU0140-T150-S-NIPCRAMgANa_000517 small subunit ribosomal RNA gene, partial sequence",2026.47,0,1178,1212,97.19471947,1210
2019_08_19_21_1492R_97,47,1468,HQ797007,"Uncultured organism clone ELU0140-T150-S-NIPCRAMgANa_000268 small subunit ribosomal RNA gene, partial sequence",2026.47,0,1178,1212,97.19471947,1210
2019_08_19_21_1492R_97,48,1473,HQ781910,"Uncultured organism clone ELU0092-T15-S-NI_000475 small subunit ribosomal RNA gene, partial sequence",2026.47,0,1178,1212,97.19471947,1210
2019_08_19_21_1492R_97,49,1510,FR852978,Uncultured bacterium clone P3-B3.seq,2026.47,0,1178,1212,97.19471947,1210
2019_08_19_21_1492R_97,50,1470,NR_113260,"Streptococcus sanguinis strain JCM 5708 16S ribosomal RNA, partial sequence",2026.47,0,1178,1212,97.19471947,1210
2019_08_19_22_1492R_79,1,1415,MN229552,"Staphylococcus equorum strain SP308 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,2,1438,MN229550,"Staphylococcus equorum strain SP185 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,3,4331,MK015791,"Staphylococcus equorum strain PL453 16S ribosomal RNA and 23S ribosomal RNA genes, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,4,4331,MK015790,"Staphylococcus equorum strain PL455 16S ribosomal RNA and 23S ribosomal RNA genes, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,5,4331,MK015773,"Staphylococcus equorum strain PL435 16S ribosomal RNA and 23S ribosomal RNA genes, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,6,4331,MF678878,"Staphylococcus equorum strain PCM 2487 16S ribosomal RNA and 23S ribosomal RNA genes, complete sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,7,1475,MK796070,"Staphylococcus equorum subsp. equorum strain G129 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,8,1433,MK253324,"Staphylococcus equorum subsp. equorum strain H11M15 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,9,1463,MH727836,"Staphylococcus equorum strain L-5 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,10,1457,MG049771,"Staphylococcus sp. strain LJ40 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,11,1443,MG937672,"Staphylococcus equorum subsp. equorum strain SML_M126 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,12,1514,MF092670,"Uncultured bacterium clone Wall_B_2 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,13,1514,MF092653,"Uncultured bacterium clone Wall_B_113 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,14,1514,MF092460,"Uncultured bacterium clone Shelves_A_87 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,15,1514,MF092402,"Uncultured bacterium clone Shelves_A_3 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,16,1514,MF092292,"Uncultured bacterium clone Rinds_B_14 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,17,1514,MF092064,"Uncultured bacterium clone Racks_A_54 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,18,1514,MF091866,"Uncultured bacterium clone Filter_B_85 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,19,1514,MF091863,"Uncultured bacterium clone Filter_B_82 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,20,1514,MF091841,"Uncultured bacterium clone Filter_B_60 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,21,1514,MF091820,"Uncultured bacterium clone Filter_B_35 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,22,1514,MF091803,"Uncultured bacterium clone Filter_B_114 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,23,1514,MF091801,"Uncultured bacterium clone Filter_B_110 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,24,1514,MF091795,"Uncultured bacterium clone Filter_B_105 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,25,1468,JN975939,"Staphylococcus sp. strain AM6 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,26,1440,KY681447,"Staphylococcus equorum strain HPB1 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,27,1460,KU977140,"Staphylococcus lugdunensis strain yangyueP2 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,28,1460,KU977137,"Staphylococcus haemolyticus strain yangyueP6 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,29,1446,KY006078,"Staphylococcus equorum strain MGSL02 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,30,1452,KX832694,"Staphylococcus equorum strain C15 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,31,1452,KX832693,"Ochrobactrum intermedium strain C14 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,32,2693398,CP013980,"Staphylococcus equorum strain KM1031, complete genome",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,33,2753539,CP013714,"Staphylococcus equorum strain C2014, complete genome",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,34,2721344,CP012968,"Staphylococcus sp. AntiMn-1, complete genome",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,35,1452,KT834850,"Staphylococcus equorum strain NIIST B-509 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,36,2822193,CP013114,"Staphylococcus equorum strain KS1039, complete genome",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,37,1509,KP975319,"Uncultured bacterium clone OTU63 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,38,1410,KP745579,"Staphylococcus equorum subsp. equorum strain 1Lv 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,39,1418,KP745578,"Staphylococcus equorum subsp. equorum strain 4Lv.2 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,40,1450,KP635358,"Uncultured Staphylococcus sp. clone YXY-2 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,41,1415,KM224521,"Staphylococcus sp. XQW7 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,42,1431,KM036089,"Staphylococcus equorum strain 179J/2012 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,43,1500,KJ920933,"Staphylococcus equorum strain JB 359 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,44,1430,KJ734875,"Staphylococcus equorum subsp. equorum strain ZBGKL6 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,45,1518,HG941668,"Staphylococcus equorum partial 16S rRNA gene, isolate C12",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,46,1467,KF439737,"Staphylococcus equorum strain C4052 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,47,1467,KF439736,"Staphylococcus equorum strain C4044 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,48,1458,KC113044,"Staphylococcus sp. HT 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,49,1452,JX077106,"Staphylococcus equorum strain Y12 16S ribosomal RNA gene, partial sequence",2199.59,0,1219,1219,100,1219
2019_08_19_22_1492R_79,50,1443,MG937671,"Staphylococcus equorum subsp. equorum strain SML_M125 16S ribosomal RNA gene, partial sequence",2196.89,0,1218,1219,99.91796555,1219
2019_08_19_23_1492R_71,1,1466,HQ812330,"Uncultured organism clone ELU0167-T400-S-NIPCRAMgANa_000639 small subunit ribosomal RNA gene, partial sequence",1976.88,0,1136,1163,97.67841788,1167
2019_08_19_23_1492R_71,2,1463,HQ804968,"Uncultured organism clone ELU0155-T288-S-NIPCRAMgANa_000607 small subunit ribosomal RNA gene, partial sequence",1975.07,0,1138,1167,97.51499572,1167
2019_08_19_23_1492R_71,3,1393,MH930446,"Streptococcus sanguinis strain LPB0227 16S ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,4,2449527,LS483346,"Streptococcus sanguinis strain NCTC11085 genome assembly, chromosome: 1",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,5,1475,AB821291,"Streptococcus sanguinis gene for 16S ribosomal RNA, partial sequence, strain: SK1284_K2-1",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,6,1475,AB821292,"Streptococcus sanguinis gene for 16S ribosomal RNA, partial sequence, strain: SK1282_P23",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,7,1459,JX010904,"Uncultured Firmicutes bacterium clone 7H56 16S ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,8,1462,HQ820088,"Uncultured organism clone ELU0181-T360-S-NIPCRAMgANa_000128 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,9,1458,HQ820043,"Uncultured organism clone ELU0181-T360-S-NIPCRAMgANa_000083 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,10,1469,HQ812266,"Uncultured organism clone ELU0167-T400-S-NIPCRAMgANa_000575 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,11,1459,HQ812244,"Uncultured organism clone ELU0167-T400-S-NIPCRAMgANa_000553 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,12,1469,HQ812225,"Uncultured organism clone ELU0167-T400-S-NIPCRAMgANa_000534 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,13,1460,HQ812070,"Uncultured organism clone ELU0167-T400-S-NIPCRAMgANa_000379 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,14,1461,HQ811890,"Uncultured organism clone ELU0167-T400-S-NIPCRAMgANa_000199 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,15,1460,HQ805081,"Uncultured organism clone ELU0155-T288-S-NIPCRAMgANa_000720 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,16,1458,HQ805016,"Uncultured organism clone ELU0155-T288-S-NIPCRAMgANa_000655 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,17,1460,HQ804578,"Uncultured organism clone ELU0155-T288-S-NIPCRAMgANa_000217 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,18,1457,HQ803257,"Uncultured organism clone ELU0153-T424-S-NIPCRAMgANa_000075 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,19,1466,HQ798851,"Uncultured organism clone ELU0143-T325-S-NIPCRAMgANa_000166 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,20,1465,HQ772951,"Uncultured organism clone ELU0072-T477-S-NIPCRAMgANa_000014 small subunit ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,21,1459,FM997294,"Uncultured bacterium partial 16S rRNA gene, clone 16sps25-1d08.w2ka",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,22,1426,GU907527,"Streptococcus sanguinis strain C62 16S ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,23,2388435,CP000387,"Streptococcus sanguinis SK36, complete genome",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,24,1506,AF385545,"Streptococcus sp. oral clone AY020 16S ribosomal RNA gene, partial sequence",1972.37,0,1135,1163,97.59243336,1167
2019_08_19_23_1492R_71,25,1427,KJ803951,"Streptococcus sanguinis strain CCFM8394 16S ribosomal RNA gene, partial sequence",1971.47,0,1136,1165,97.51072961,1167
2019_08_19_23_1492R_71,26,1421,KJ803950,"Streptococcus sanguinis strain CCFM8393 16S ribosomal RNA gene, partial sequence",1970.57,0,1134,1162,97.59036145,1167
2019_08_19_23_1492R_71,27,4275,MK330590,"Streptococcus sanguinis strain 4416_10 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,28,1416,MK681451,"Streptococcus sanguinis strain 28S 16S ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,29,2296927,LS483385,"Streptococcus sanguinis strain NCTC7863 genome assembly, chromosome: 1",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,30,2331387,LS483364,"Streptococcus sanguinis strain NCTC11086 genome assembly, chromosome: 1",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,31,1458,MF360197,"Uncultured Streptococcus sp. clone OS144 16S ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,32,1528,KU978267,"Uncultured bacterium clone EHB-P0392 #15 16S ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,33,1511,LT558834,"Streptococcus sanguinis partial 16S rRNA gene, strain Marseille-P759",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,34,1482,LC145554,"Streptococcus sanguinis gene for 16S ribosomal RNA, partial sequence, strain: JCM 5708",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,35,1509,KF933773,"Streptococcus sanguinis strain ChDC B259 16S ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,36,1499,KM225755,"Streptococcus sanguinis strain S3 16S ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,37,1470,HQ639572,"Uncultured bacterium clone Ph.pi-F-DM-HN-1-127 16S ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,38,1479,KF733682,"Streptococcus sanguinis strain ChDC B357 16S ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,39,1461,JX010887,"Uncultured Firmicutes bacterium clone 4H35 16S ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,40,1450,HQ758194,"Uncultured organism clone ELU0041-T385-S-NIPCRAMgANb_000599 small subunit ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,41,1460,HQ812232,"Uncultured organism clone ELU0167-T400-S-NIPCRAMgANa_000541 small subunit ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,42,1467,HQ812142,"Uncultured organism clone ELU0167-T400-S-NIPCRAMgANa_000451 small subunit ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,43,1466,HQ812087,"Uncultured organism clone ELU0167-T400-S-NIPCRAMgANa_000396 small subunit ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,44,1459,HQ811977,"Uncultured organism clone ELU0167-T400-S-NIPCRAMgANa_000286 small subunit ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,45,1463,HQ806695,"Uncultured organism clone ELU0157-T387-S-NIPCRAMgANb_000547 small subunit ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,46,1454,HQ806149,"Uncultured organism clone ELU0157-T387-S-NIPCRAMgANb_000001 small subunit ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,47,1467,HQ805415,"Uncultured organism clone ELU0155-T288-S-NIPCRAMgANa_001054 small subunit ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,48,1460,HQ805204,"Uncultured organism clone ELU0155-T288-S-NIPCRAMgANa_000843 small subunit ribosomal RNA gene, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,49,1510,FR852978,Uncultured bacterium clone P3-B3.seq,1967.86,0,1134,1163,97.50644884,1167
2019_08_19_23_1492R_71,50,1470,NR_113260,"Streptococcus sanguinis strain JCM 5708 16S ribosomal RNA, partial sequence",1967.86,0,1134,1163,97.50644884,1167
2019_08_19_24_1492R_64,1,4201713,CP042252,"Bacillus licheniformis strain KNU11 chromosome, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,2,4341076,CP033218,"Bacillus licheniformis strain TCCC 11148 chromosome, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,3,1512,MH475936,"Bacillus licheniformis strain IEB-8 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,4,4239205,CP034569,"Bacillus licheniformis strain ATCC 14580 chromosome, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,5,4230480,CP038186,"Bacillus licheniformis strain MCC 2514 chromosome, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,6,1224,MK588750,"Bacillus licheniformis strain BHU-AV2 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,7,1526,MK574702,"Bacillus licheniformis strain D3 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,8,4193958,CP025226,"Bacillus licheniformis strain PB3 chromosome, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,9,1513,MG977021,"Bacillus licheniformis strain VL5 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,10,1511,MG977020,"Bacillus licheniformis strain TG2 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,11,1448,MK063874,"Bacillus licheniformis strain E2-10-2-2 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,12,4440765,CP032538,"Bacillus licheniformis strain MT-B06 chromosome, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,13,1545,MH900194,"Bacillus sp. (in: Bacteria) strain licheniformis 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,14,4298206,CP035405,"Bacillus licheniformis strain SRCM103608 chromosome, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,15,4420863,CP035228,"Bacillus licheniformis strain SRCM103529 chromosome, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,16,4231149,CP035188,"Bacillus licheniformis strain SRCM103914 chromosome, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,17,4226784,LR134392,"Bacillus licheniformis strain NCTC10341 genome assembly, chromosome: 1",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,18,4405373,CP031126,"Bacillus licheniformis strain 0DA23-1 chromosome, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,19,1430,MF662484,"Bacillus paralicheniformis strain HBUM07058 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,20,4208157,LR698983,"Bacillus licheniformis isolate MGYG-HGUT-02357 genome assembly, chromosome: 1",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,21,1512,KY816931,"Bacillus licheniformis strain IEB-8 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,22,1489,MH031705,"Bacillus licheniformis strain EN 108 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,23,4332232,CP026673,"Bacillus licheniformis strain 14ADL4 chromosome, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,24,1519,MG546213,"Bacillus licheniformis strain JMB003 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,25,4260287,CP023729,"Bacillus licheniformis strain ATCC 9789 chromosome, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,26,4166290,CP022874,"Bacillus sp. 1s-1, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,27,4326347,CP021677,"Bacillus licheniformis strain SRCM100027, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,28,4544416,CP021669,"Bacillus licheniformis strain SRCM100141, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,29,4405338,CP014794,"Bacillus licheniformis strain SCCB 37, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,30,4136986,CP014842,"Bacillus licheniformis strain SCDB 14, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,31,4300706,CP014795,"Bacillus licheniformis strain SCK B11, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,32,1443,KY401428,"Bacillus tequilensis strain B1-2 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,33,1446,KX588563,"Bacillus licheniformis strain ICE95 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,34,4162101,CP018249,"Bacillus sp. H15-1, complete genome",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,35,1511,KX447661,"Bacillus licheniformis strain BS15 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,36,1440,KU986668,"Bacillus sp. strain SZ047 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,37,1444,KU877646,"Bacillus licheniformis strain WJB74 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,38,1450,KU877642,"Bacillus oryzaecorticis strain WJB61 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,39,1480,KX454018,"Bacillus licheniformis strain 244.1 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,40,1496,KX530930,"Bacillus aerius strain D8 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,41,1450,KU674366,"Bacillus licheniformis strain XANSXXI1MAN 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,42,1426,KU556161,"Bacillus licheniformis strain SMB6 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,43,1511,KU551256,"Bacillus licheniformis strain YS65 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,44,1511,KU551252,"Bacillus licheniformis strain YS61 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,45,1511,KU551239,"Bacillus licheniformis strain RS12 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,46,1511,KU551218,"Bacillus licheniformis strain Z41 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,47,1511,KU551215,"Bacillus licheniformis strain Z11 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,48,1511,KU551207,"Bacillus licheniformis strain P61 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,49,1511,KU551199,"Bacillus licheniformis strain P41 16S ribosomal RNA gene, partial sequence",2165.33,0,1200,1200,100,1200
2019_08_19_24_1492R_64,50,1486,MG818748,"Bacillus licheniformis strain DB1-9 16S ribosomal RNA gene, partial sequence",2162.62,0,1199,1200,99.91666667,1200
2019_08_19_25_1492R_75,1,1431,MK583949,"Bacillus zhangzhouensis strain 35W8 16S ribosomal RNA gene, partial sequence",2188.77,0,1213,1213,100,1213
2019_08_19_25_1492R_75,2,1490,MK138626,"Bacillus zhangzhouensis strain IMCC34903 16S ribosomal RNA gene, partial sequence",2188.77,0,1213,1213,100,1213
2019_08_19_25_1492R_75,3,1510,LC373525,"Bacillus sp. (in: Bacteria) MH50 gene for 16S ribosomal RNA, partial sequence",2188.77,0,1213,1213,100,1213
2019_08_19_25_1492R_75,4,1486,MH329935,"Bacillus sp. (in: Bacteria) strain Lewis_Bac_7 16S ribosomal RNA gene, partial sequence",2188.77,0,1213,1213,100,1213
2019_08_19_25_1492R_75,5,1455,MG719573,"Bacillus pumilus strain ZY04 16S ribosomal RNA gene, partial sequence",2188.77,0,1213,1213,100,1213
2019_08_19_25_1492R_75,6,3747740,CP027034,"Bacillus pumilus strain 150a chromosome, complete genome",2188.77,0,1213,1213,100,1213
2019_08_19_25_1492R_75,7,1432,MG937673,"Bacillus zhangzhouensis strain SML_M132 16S ribosomal RNA gene, partial sequence",2188.77,0,1213,1213,100,1213
2019_08_19_25_1492R_75,8,1449,MG674691,"Bacillus pumilus strain IEB-4 16S ribosomal RNA gene, partial sequence",2188.77,0,1213,1213,100,1213
