,header,sseq_length,sseq_accession,sseq_description,bitscore,evalue,matched_residues,alignment_length,percent_identity,qseq_length,hit_num
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,JF133903,"Uncultured bacterium clone ncd1535h11c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,37
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,JF111187,"Uncultured bacterium clone ncd1206e08c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,38
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1503.0,GQ415371,"Uncultured bacterium clone DQB-T29 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,39
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,HM828692,"Uncultured bacterium clone nby478d04c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,40
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,HM335378,"Uncultured bacterium clone ncd1000h04c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,41
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,HM324667,"Uncultured bacterium clone ncd431e07c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,42
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,HM324590,"Uncultured bacterium clone ncd430f07c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,43
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,HM324443,"Uncultured bacterium clone ncd428a10c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,44
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,HM314682,"Uncultured bacterium clone ncd428h10c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,45
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,HM312329,"Uncultured bacterium clone ncd318h05c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,46
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,HM305663,"Uncultured bacterium clone ncd854d03c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,47
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,HM264268,"Uncultured bacterium clone ncd166a02c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,48
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,HM258873,"Uncultured bacterium clone ncd130d09c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,49
Viki_Iso_27.616F_9,>Viki_Iso_27.616F_9,1359.0,HM256280,"Uncultured bacterium clone ncd88b10c1 16S ribosomal RNA gene, partial sequence",1581.04,0.0,876.0,876.0,100.0,879.0,50
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,946.0,MH201312,"Bacillus aerius strain SU18-15 16S ribosomal RNA gene, partial sequence",988.631,0.0,551.0,552.0,99.81884057971014,551.0,1
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,933.0,MH201302,"Bacillus licheniformis strain SU18-16 16S ribosomal RNA gene, partial sequence",988.631,0.0,551.0,552.0,99.81884057971014,551.0,2
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,924.0,MK955378,"Bacillus licheniformis strain CSR-D-4 16S ribosomal RNA gene, partial sequence",984.122,0.0,550.0,552.0,99.63768115942028,551.0,3
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,936.0,MK583660,"Bacillus licheniformis strain B21_CSP_MP_Reverse 16S ribosomal RNA gene, partial sequence",984.122,0.0,550.0,552.0,99.63768115942028,551.0,4
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,850.0,MG580926,"Bacillus licheniformis 16S ribosomal RNA gene, partial sequence",984.122,0.0,550.0,552.0,99.63768115942028,551.0,5
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,900.0,KY622749,"Bacillus glycinifermentans strain OA102c 16S ribosomal RNA gene, partial sequence",984.122,0.0,550.0,552.0,99.63768115942028,551.0,6
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,874.0,MG000703,"Bacillus sp. strain D8 16S ribosomal RNA gene, partial sequence",984.122,0.0,550.0,552.0,99.63768115942028,551.0,7
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,831.0,AB734932,"Bacillus licheniformis gene for 16S rRNA, partial sequence, strain: U0757",984.122,0.0,550.0,552.0,99.63768115942028,551.0,8
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,884.0,KF777685,"Bacillus sp. M_Sw_oHS_04/12_11_1(2) 16S ribosomal RNA gene, partial sequence",984.122,0.0,550.0,552.0,99.63768115942028,551.0,9
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,888.0,KF777676,"Bacillus sp. M_Sw_HS_04/12_2_2(2) 16S ribosomal RNA gene, partial sequence",984.122,0.0,550.0,552.0,99.63768115942028,551.0,10
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,862.0,KF777474,"Bacillus sp. M_Sw_HS_07/10_10_2(1) 16S ribosomal RNA gene, partial sequence",984.122,0.0,550.0,552.0,99.63768115942028,551.0,11
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,860.0,KF777468,"Bacillus sp. M_Sw_HS_06/10_3_1(2) 16S ribosomal RNA gene, partial sequence",984.122,0.0,550.0,552.0,99.63768115942028,551.0,12
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,837.0,KF777464,"Bacillus sp. M_Sw_oHS_11/10_5_2(1) 16S ribosomal RNA gene, partial sequence",984.122,0.0,550.0,552.0,99.63768115942028,551.0,13
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1443.0,JX649951,"Bacillus licheniformis strain CSMCRI-PL-26 16S ribosomal RNA gene, partial sequence",984.122,0.0,550.0,552.0,99.63768115942028,551.0,14
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,897.0,AM231281,"Bacillus licheniformis partial 16S rRNA gene, strain Buk53",984.122,0.0,550.0,552.0,99.63768115942028,551.0,15
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,4201713.0,CP042252,"Bacillus licheniformis strain KNU11 chromosome, complete genome",982.319,0.0,551.0,553.0,99.63833634719711,551.0,16
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,922.0,MN186783,"Bacillus licheniformis strain N4S10 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,17
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,4341076.0,CP033218,"Bacillus licheniformis strain TCCC 11148 chromosome, complete genome",982.319,0.0,551.0,553.0,99.63833634719711,551.0,18
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1279.0,MN128072,"Bacillus licheniformis strain TS4 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,19
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1236.0,MN096637,"Bacterium strain SY25 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,20
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1406.0,MN094855,"Bacillus sp. (in: Bacteria) strain TH2 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,21
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1413.0,LR594217,"Bacillus licheniformis DSM 13 = ATCC 14580 partial 16S rRNA gene, strain JC663",982.319,0.0,551.0,553.0,99.63833634719711,551.0,22
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1494.0,MN075270,"Bacillus licheniformis strain ANSB821 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,23
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1384.0,MH475937,"Bacillus licheniformis strain FJAT-46659 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,24
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1512.0,MH475936,"Bacillus licheniformis strain IEB-8 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,25
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1474.0,MN032369,"Bacillus licheniformis strain LBB7 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,26
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1335.0,MN013949,"Bacillus licheniformis strain TS3 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,27
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,4239205.0,CP034569,"Bacillus licheniformis strain ATCC 14580 chromosome, complete genome",982.319,0.0,551.0,553.0,99.63833634719711,551.0,28
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1424.0,MK859957,"Bacillus licheniformis strain FJAT-46200 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,29
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1458.0,MH729364,"Geobacillus stearothermophilus strain ZBT11 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,30
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1437.0,MH729363,"Bacillus licheniformis strain ZBT10 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,31
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,4230480.0,CP038186,"Bacillus licheniformis strain MCC 2514 chromosome, complete genome",982.319,0.0,551.0,553.0,99.63833634719711,551.0,32
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,866.0,MK568405,"Bacillus sp. (in: Bacteria) strain J1 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,33
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,901.0,MK568355,"Bacillus licheniformis strain B20 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,34
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1023.0,MK629807,"Bacillus licheniformis strain N405 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,35
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1224.0,MK588750,"Bacillus licheniformis strain BHU-AV2 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,36
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1526.0,MK574702,"Bacillus licheniformis strain D3 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,37
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1023.0,MK296531,"Bacillus licheniformis strain BGJP8.3 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,38
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,4193958.0,CP025226,"Bacillus licheniformis strain PB3 chromosome, complete genome",982.319,0.0,551.0,553.0,99.63833634719711,551.0,39
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,837.0,MK253253,"Bacillus licheniformis strain F2 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,40
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1393.0,MG836041,"Bacillus licheniformis strain OTM603-1 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,41
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,4298206.0,CP035405,"Bacillus licheniformis strain SRCM103608 chromosome, complete genome",982.319,0.0,551.0,553.0,99.63833634719711,551.0,42
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,4420863.0,CP035228,"Bacillus licheniformis strain SRCM103529 chromosome, complete genome",982.319,0.0,551.0,553.0,99.63833634719711,551.0,43
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1190.0,MK411295,"Bacillus licheniformis strain S26 16S ribosomal RNA gene, partial sequence",982.319,0.0,551.0,553.0,99.63833634719711,551.0,44
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,4231149.0,CP035188,"Bacillus licheniformis strain SRCM103914 chromosome, complete genome",982.319,0.0,551.0,553.0,99.63833634719711,551.0,45
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,4226784.0,LR134392,"Bacillus licheniformis strain NCTC10341 genome assembly, chromosome: 1",982.319,0.0,551.0,553.0,99.63833634719711,551.0,46
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1370.0,MK784895,"Bacillus sp. (in: Bacteria) strain NR1 16S ribosomal RNA gene, partial sequence",979.614,0.0,550.0,553.0,99.45750452079565,551.0,47
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1472.0,MK418575,"Bacillus licheniformis strain J-48 16S ribosomal RNA gene, partial sequence",979.614,0.0,550.0,553.0,99.45750452079565,551.0,48
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1455.0,MK418566,"Bacillus licheniformis strain J-39 16S ribosomal RNA gene, partial sequence",979.614,0.0,550.0,553.0,99.45750452079565,551.0,49
Viki_Iso_32.616F_11,>Viki_Iso_32.616F_11,1472.0,MK418436,"Bacillus licheniformis strain U-48 16S ribosomal RNA gene, partial sequence",979.614,0.0,550.0,553.0,99.45750452079565,551.0,50
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1434.0,MK391157,"Streptococcus macedonicus strain ICMP 22235 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,1
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1423.0,KY952169,"Streptococcus gallolyticus subsp. gallolyticus strain ERUGALL17 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,2
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1371.0,MF108766,"Streptococcus sp. strain CAU7755 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,3
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1372.0,MF108297,"Streptococcus sp. strain CAU6289 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,4
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1372.0,MF428965,"Streptococcus gallolyticus strain CAU2905 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,5
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1391.0,MF428964,"Streptococcus gallolyticus strain CAU2904 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,6
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1374.0,MF370044,"Streptococcus sp. strain CAU:855 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,7
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1369.0,MF357591,"Streptococcus sp. strain CAU5434 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,8
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1377.0,MF357304,"Streptococcus sp. strain CAU4573 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,9
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1391.0,MF354802,"Streptococcus sp. strain CAU:1934 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,10
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1389.0,MF354612,"Streptococcus sp. strain CAU:2360 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,11
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1353.0,KX881418,"Streptococcus sp. M1T307 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,12
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1411.0,KP009838,"Streptococcus gallolyticus strain VTM1R44 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,13
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1437.0,KP009836,"Streptococcus gallolyticus strain VTM3R15 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,14
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1417.0,KP009834,"Streptococcus gallolyticus strain VTM4R18 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,15
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1415.0,KP009830,"Streptococcus gallolyticus strain VTM1R33 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,16
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1413.0,KP009828,"Streptococcus gallolyticus strain VTM4R20 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,17
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1421.0,KP009827,"Streptococcus gallolyticus strain VTM4R13 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,18
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1407.0,KP009825,"Streptococcus gallolyticus strain VTM3R32 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,19
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1436.0,KP009824,"Streptococcus gallolyticus strain VTM3R26 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,20
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1437.0,KP009808,"Streptococcus gallolyticus strain VTM1R27 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,21
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1539.0,AF459431,"Streptococcus macedonicus 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,22
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1447.0,AF298198,"Streptococcus sp. LRC 0255 16S ribosomal RNA gene, partial sequence",2021.96,0.0,1122.0,1123.0,99.91095280498664,1123.0,23
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1334.0,MF108563,"Streptococcus sp. strain CAU7326 16S ribosomal RNA gene, partial sequence",2017.45,0.0,1121.0,1123.0,99.82190560997329,1123.0,24
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1332.0,MF107993,"Streptococcus sp. strain CAU8258 16S ribosomal RNA gene, partial sequence",2017.45,0.0,1121.0,1123.0,99.82190560997329,1123.0,25
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1352.0,MF107953,"Streptococcus sp. strain CAU8068 16S ribosomal RNA gene, partial sequence",2017.45,0.0,1121.0,1123.0,99.82190560997329,1123.0,26
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1377.0,MF355087,"Streptococcus sp. strain CAU:1059 16S ribosomal RNA gene, partial sequence",2017.45,0.0,1121.0,1123.0,99.82190560997329,1123.0,27
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1415.0,KP009843,"Streptococcus gallolyticus strain VTM4R54 16S ribosomal RNA gene, partial sequence",2017.45,0.0,1121.0,1123.0,99.82190560997329,1123.0,28
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1418.0,KP009833,"Streptococcus sp. VTM1R28 16S ribosomal RNA gene, partial sequence",2017.45,0.0,1121.0,1123.0,99.82190560997329,1123.0,29
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1440.0,KP009815,"Streptococcus gallolyticus strain VTM2R45 16S ribosomal RNA gene, partial sequence",2017.45,0.0,1121.0,1123.0,99.82190560997329,1123.0,30
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1413.0,KP009806,"Streptococcus gallolyticus strain VTM1R14 16S ribosomal RNA gene, partial sequence",2017.45,0.0,1121.0,1123.0,99.82190560997329,1123.0,31
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1440.0,KP009837,"Streptococcus gallolyticus strain VTM1R31 16S ribosomal RNA gene, partial sequence",2015.65,0.0,1122.0,1124.0,99.8220640569395,1123.0,32
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1438.0,KP009831,"Streptococcus gallolyticus strain VTM2R39 16S ribosomal RNA gene, partial sequence",2015.65,0.0,1122.0,1124.0,99.8220640569395,1123.0,33
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1442.0,KP009821,"Streptococcus gallolyticus strain VTM3R21 16S ribosomal RNA gene, partial sequence",2015.65,0.0,1122.0,1124.0,99.8220640569395,1123.0,34
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1435.0,KP009820,"Streptococcus gallolyticus strain VTM3R17 16S ribosomal RNA gene, partial sequence",2015.65,0.0,1122.0,1124.0,99.8220640569395,1123.0,35
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1437.0,KP009816,"Streptococcus gallolyticus strain VTM2R47 16S ribosomal RNA gene, partial sequence",2015.65,0.0,1122.0,1124.0,99.8220640569395,1123.0,36
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1440.0,KP009810,"Streptococcus gallolyticus strain VTM1R35 16S ribosomal RNA gene, partial sequence",2015.65,0.0,1122.0,1124.0,99.8220640569395,1123.0,37
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1441.0,KP009809,"Streptococcus gallolyticus strain VTM1R29 16S ribosomal RNA gene, partial sequence",2015.65,0.0,1122.0,1124.0,99.8220640569395,1123.0,38
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1438.0,KP009807,"Streptococcus gallolyticus strain VTM1R25 16S ribosomal RNA gene, partial sequence",2015.65,0.0,1122.0,1124.0,99.8220640569395,1123.0,39
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1453.0,KC699234,"Streptococcus macedonicus strain CNM514_12 16S ribosomal RNA gene, partial sequence",2014.75,0.0,1120.0,1123.0,99.73285841495992,1123.0,40
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1436.0,KP009823,"Streptococcus gallolyticus strain VTM3R24 16S ribosomal RNA gene, partial sequence",2013.85,0.0,1121.0,1123.0,99.82190560997329,1123.0,41
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1436.0,KP009812,"Streptococcus gallolyticus strain VTM1R41 16S ribosomal RNA gene, partial sequence",2013.85,0.0,1121.0,1123.0,99.82190560997329,1123.0,42
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1471.0,MH701913,"Streptococcus macedonicus strain HBUAS54123 16S ribosomal RNA gene, partial sequence",2012.94,0.0,1120.0,1123.0,99.73285841495992,1123.0,43
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1400.0,MF429652,"Streptococcus gallolyticus strain CAU5244 16S ribosomal RNA gene, partial sequence",2012.94,0.0,1120.0,1123.0,99.73285841495992,1123.0,44
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1452.0,MF369894,"Streptococcus gallolyticus strain CAU:252 16S ribosomal RNA gene, partial sequence",2012.94,0.0,1120.0,1123.0,99.73285841495992,1123.0,45
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1379.0,MF357288,"Streptococcus sp. strain CAU4412 16S ribosomal RNA gene, partial sequence",2012.94,0.0,1120.0,1123.0,99.73285841495992,1123.0,46
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1409.0,MF355253,"Streptococcus sp. strain CAU:4090 16S ribosomal RNA gene, partial sequence",2012.94,0.0,1120.0,1123.0,99.73285841495992,1123.0,47
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1384.0,MF354914,"Streptococcus gallolyticus strain CAU:1585 16S ribosomal RNA gene, partial sequence",2012.94,0.0,1120.0,1123.0,99.73285841495992,1123.0,48
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1412.0,JN944719,"Streptococcus gallolyticus strain ULAG58 16S ribosomal RNA gene, partial sequence",2012.94,0.0,1120.0,1123.0,99.73285841495992,1123.0,49
Viki_Iso_19.616F_14,>Viki_Iso_19.616F_14,1453.0,KC699208,"Streptococcus macedonicus strain CNM483_12 16S ribosomal RNA gene, partial sequence",2007.53,0.0,1118.0,1123.0,99.55476402493322,1123.0,50
Cam_31072019_Iso_6_27F_41,>Cam_31072019_Iso_6_27F_41,1492.0,AB615022,"Uncultured rumen bacterium 16S rRNA, partial sequence, clone: R-B-CA198",317.778,1.3579e-82,177.0,178.0,99.43820224719101,178.0,1
Cam_31072019_Iso_6_27F_41,>Cam_31072019_Iso_6_27F_41,450.0,KF698524,"Bacterium YGD2003 16S ribosomal RNA gene, partial sequence",313.269,1.65427e-81,176.0,178.0,98.87640449438202,178.0,2
Cam_31072019_Iso_6_27F_41,>Cam_31072019_Iso_6_27F_41,448.0,KF698357,"Bacterium VCB1014 16S ribosomal RNA gene, partial sequence",313.269,1.65427e-81,176.0,178.0,98.87640449438202,178.0,3
Cam_31072019_Iso_6_27F_41,>Cam_31072019_Iso_6_27F_41,447.0,KF698152,"Bacterium MA3010 16S ribosomal RNA gene, partial sequence",313.269,1.65427e-81,176.0,178.0,98.87640449438202,178.0,4
Cam_31072019_Iso_6_27F_41,>Cam_31072019_Iso_6_27F_41,451.0,KF697990,"Bacterium FD2006 16S ribosomal RNA gene, partial sequence",313.269,1.65427e-81,176.0,178.0,98.87640449438202,178.0,5
Cam_31072019_Iso_6_27F_41,>Cam_31072019_Iso_6_27F_41,449.0,KF697986,"Bacterium FD2002 16S ribosomal RNA gene, partial sequence",313.269,1.65427e-81,176.0,178.0,98.87640449438202,178.0,6
Cam_31072019_Iso_6_27F_41,>Cam_31072019_Iso_6_27F_41,445.0,KF697947,"Bacterium FB3014 16S ribosomal RNA gene, partial sequence",313.269,1.65427e-81,176.0,178.0,98.87640449438202,178.0,7
Cam_31072019_Iso_6_27F_41,>Cam_31072019_Iso_6_27F_41,1395.0,KF697909,"Bacterium DAZ1006 16S ribosomal RNA gene, partial sequence",313.269,1.65427e-81,176.0,178.0,98.87640449438202,178.0,8
Cam_31072019_Iso_6_27F_41,>Cam_31072019_Iso_6_27F_41,432.0,KF697847,"Bacterium AD3003 16S ribosomal RNA gene, partial sequence",313.269,1.65427e-81,176.0,178.0,98.87640449438202,178.0,9
Cam_31072019_Iso_6_27F_41,>Cam_31072019_Iso_6_27F_41,448.0,KF697835,"Bacterium AD2011 16S ribosomal RNA gene, partial sequence",313.269,1.65427e-81,176.0,178.0,98.87640449438202,178.0,10
Cam_31072019_Iso_6_27F_41,>Cam_31072019_Iso_6_27F_41,1495.0,KR068423,"Uncultured rumen bacterium clone YAK-M54 16S ribosomal RNA gene, partial sequence",313.269,1.65427e-81,176.0,178.0,98.87640449438202,178.0,11
