"","qseqid","type","region","sseqid","mean_pi","annotations"
"186","n_noahi_1_2284","island",3,"no_rbh",0,"""hypothetical protein AW736_07155 "", ""prepilin-type N-terminal cleavage/methylation domain-containing protein "", ""hypothetical protein "", ""type II secretion system protein "", ""hypothetical protein D6690_02470 """
"187","n_noahi_1_2285","island",3,"no_rbh",0,"""hypothetical protein "", ""hypothetical protein Ppro_0812 "", ""hypothetical protein AW736_07160 "", ""hypothetical protein CSA21_07030 "", ""hypothetical protein COA36_09730 """
"188","n_noahi_1_2286","island",3,"no_rbh",0,"""hypothetical protein "", ""hypothetical protein COA36_09735 "", ""hypothetical protein AW736_07165 "", ""hypothetical protein CSA21_07035 """
"189","n_noahi_1_2287","island",3,"no_rbh",0,"""PilT/PilU family type 4a pilus ATPase "", ""twitching motility protein """
"190","n_noahi_1_2288","island",3,"no_rbh",0,"""type II/IV secretion system protein "", ""secretion system protein E """
"191","n_noahi_1_2289","island",3,"no_rbh",0,"""type II secretion system F family protein "", ""type II secretory pathway, component PulF "", ""hypothetical protein AW736_07180 """
"192","n_noahi_1_2290","island",3,"no_rbh",0,"""hypothetical protein Ppro_0817 "", ""hypothetical protein "", ""hypothetical protein COA36_09755 "", ""hypothetical protein A9Q81_08680 """
"193","n_noahi_1_2291","island",3,"no_rbh",0,"""DUF3438 family protein "", ""type II and III secretion system protein "", ""hypothetical protein "", ""hypothetical protein CTY38_09655 "", ""hypothetical protein CVU15_08845 "", ""hypothetical protein LP43_1497 "", ""general secretion pathway protein GspD """
"194","n_noahi_1_2292","island",3,"no_rbh",0,NA
"195","n_noahi_1_2293","island",3,"no_rbh",0,"""hypothetical protein APF80_07540 "", ""hypothetical protein "", ""MULTISPECIES: hypothetical protein "", ""biphenyl 2,3-dioxygenase """
"196","n_noahi_1_2294","island",3,"no_rbh",0,"""biphenyl 2,3-dioxygenase "", ""hypothetical protein """
"197","n_noahi_1_2295","island",3,"no_rbh",0,NA
"198","n_noahi_1_2296","island",3,"no_rbh",0,"""hypothetical protein "", ""transporter "", ""hypothetical protein CBC46_13525 "", ""hypothetical protein LBMAG57_09880 """
"199","n_noahi_1_2297","island",3,"no_rbh",0,"""AAA family ATPase "", ""MoxR family ATPase """
"200","n_noahi_1_2298","island",3,"no_rbh",0,"""DUF58 domain-containing protein "", ""hypothetical protein AW736_07200 """
"201","n_noahi_1_2299","island",3,"no_rbh",0,"""transglutaminase "", ""DUF3488 domain-containing protein "", ""hypothetical protein A9Q99_05230 """
"202","n_noahi_1_2300","island",3,"no_rbh",0,"""iron permease "", ""FTR1 family iron permease """
"203","n_noahi_1_2301","island",3,"no_rbh",0,"""hypothetical protein "", ""hypothetical protein DV711_16805 "", ""hypothetical protein DCC56_03085 "", ""hypothetical protein DCC59_13365 "", ""hypothetical protein UZ07_CHB004001557 "", ""hypothetical protein B6D38_07725 """
"204","n_noahi_1_2302","island",3,"no_rbh",0,"""hypothetical protein "", ""hypothetical protein DCC56_03080 "", ""hypothetical protein DCC59_13370 "", ""hypothetical protein B6D38_07720 "", ""hypothetical protein BGO06_16850 "", ""Cytochrome c554 and c-prime "", ""cytochrome c554/c'-like protein """
"205","n_noahi_1_2303","island",3,"no_rbh",0,"""hypothetical protein "", ""type II secretion system protein GspG "", ""general secretion pathway protein GspG "", ""MULTISPECIES: type II secretion system protein GspG """
"206","n_noahi_1_2304","island",3,"no_rbh",0,"CDP-6-deoxy-delta-3,4-glucoseen reductase "
"207","n_noahi_1_2305","island",3,"no_rbh",0,"""integration host factor "", ""HU family DNA-binding protein """
"208","n_noahi_1_2306","island",3,"no_rbh",0,"""hypothetical protein "", ""hypothetical protein USCAAHI_02411 "", ""hypothetical protein DT23_18745 "", ""transposase "", ""hypothetical protein SAMN05444000_13324 "", ""transposase, partial "", ""Transposase """
"209","n_noahi_1_2307","island",3,"no_rbh",0,"""IS3 family transposase, partial "", ""hypothetical protein BVY01_02505 "", ""transposase "", ""hypothetical protein """
"210","n_noahi_1_2308","island",3,"no_rbh",0,"""transcriptional repressor "", ""ferric uptake regulator "", ""hypothetical protein CBD18_05175 "", ""Fe(2+ uptake regulation protein "", ""hypothetical protein DCC60_08265 """
"211","n_noahi_1_2309","island",3,"gracillis_1_2764",71.053,"SUF system NifU family Fe-S cluster assembly protein "
"212","n_noahi_1_2310","island",3,"no_rbh",0,"""hypothetical protein "", ""hypothetical protein AB833_00540 """
"213","n_noahi_1_2311","island",3,"no_rbh",0,"""TonB-dependent receptor "", ""hypothetical protein CBC38_08050 "", ""TonB-dependent siderophore receptor "", ""iron complex outermembrane receptor protein """
"214","n_noahi_1_2312","island",3,"no_rbh",0,"""hypothetical protein "", ""hypothetical protein BE18_38460 "", ""hypothetical protein BE21_48250 "", ""hypothetical protein A3G81_03415 "", ""hypothetical protein CFK52_05860 "", ""hypothetical protein DMD91_17010 """
"215","n_noahi_1_2313","island",3,"no_rbh",0,"DUF418 domain-containing protein "
"216","n_noahi_1_2314","island",3,"no_rbh",0,"""hypothetical protein "", ""hypothetical protein V144x_55220 "", ""hypothetical protein CA51_25180 """
"217","n_noahi_1_2315","island",3,"no_rbh",0,"""hypothetical protein "", ""hypothetical protein A4E19_09125 "", ""hypothetical protein CCU26_12710 "", ""hypothetical protein E8D42_16635 "", ""hypothetical protein E8D40_06710 "", ""hypothetical protein E8D48_10540 "", ""hypothetical protein E8D41_01245 """
"218","n_noahi_1_2316","island",3,"no_rbh",0,"""cobalamin biosynthesis protein CobW "", ""GTP-binding protein """
"219","n_noahi_1_2317","island",3,"no_rbh",0,"""hypothetical protein "", ""WD40 repeat domain-containing protein "", ""hypothetical protein C6503_19695 """
"220","n_noahi_1_2318","island",3,"no_rbh",0,"""hypothetical protein "", ""WD40 repeat domain-containing protein "", ""hypothetical protein C6503_19695 """
"221","n_noahi_1_2319","island",3,"no_rbh",0,"""hypothetical protein "", ""Hypothetical protein A7982_02979 "", ""hypothetical protein CODIS_36750 "", ""Hypothetical protein A7982_02980 "", ""hypothetical protein CODIS_36740 """
"222","n_noahi_1_2320","island",3,"no_rbh",0,"hypothetical protein BDL_4891 "
"223","n_noahi_1_2321","island",3,"no_rbh",0,"""hypothetical protein "", ""MerC domain-containing protein "", ""MULTISPECIES: MerC domain-containing protein "", ""hypothetical protein COA95_07030 "", ""hypothetical protein A9Q81_14610 """
"224","n_noahi_1_2322","island",3,"no_rbh",0,"""phosphoribosyl-AMP cyclohydrolase "", ""MULTISPECIES: phosphoribosyl-AMP cyclohydrolase """
"225","n_noahi_1_2323","island",3,"no_rbh",0,"""dihydroorotase "", ""MULTISPECIES: dihydroorotase """
"226","n_noahi_1_2324","island",3,"no_rbh",0,"""GTP cyclohydrolase I FolE2 "", ""MULTISPECIES: GTP cyclohydrolase I FolE2 """
"227","n_noahi_1_2325","island",3,"gracillis_1_1726",38.537,"""hypothetical protein "", ""transporter, Zip family protein "", ""putative Transporter, Zip family "", ""hypothetical protein A2106_05055 """
"228","n_noahi_1_2325","island",3,"stinkeri_1_2553",38.298,"""hypothetical protein "", ""transporter, Zip family protein "", ""putative Transporter, Zip family "", ""hypothetical protein A2106_05055 """
"229","n_stinkeri_1_400","conserved",4,"gracillis_1_996",70,"30S ribosomal protein S4 "
"230","n_stinkeri_1_400","conserved",4,"noahi_1_1505",72.986,"30S ribosomal protein S4 "
"231","n_stinkeri_1_401","conserved",4,"gracillis_1_995",90.076,"30S ribosomal protein S11 "
"232","n_stinkeri_1_401","conserved",4,"noahi_1_1504",88.034,"30S ribosomal protein S11 "
"233","n_stinkeri_1_402","conserved",4,"gracillis_1_994",69.027,"30S ribosomal protein S13 "
"234","n_stinkeri_1_402","conserved",4,"noahi_1_1503",72.581,"30S ribosomal protein S13 "
"235","n_stinkeri_1_403","conserved",4,"gracillis_1_993",81.579,"""50S ribosomal protein L36 "", ""ribosomal protein L36 "", ""MULTISPECIES: 50S ribosomal protein L36 """
"236","n_stinkeri_1_404","conserved",4,"gracillis_1_992",89.041,"""translation initiation factor IF-1 "", ""translation initiation factor IF-1, translation initiation factor IF-1 """
"237","n_stinkeri_1_404","conserved",4,"noahi_1_1502",89.041,"""translation initiation factor IF-1 "", ""translation initiation factor IF-1, translation initiation factor IF-1 """
"238","n_stinkeri_1_405","conserved",4,"gracillis_1_991",59.906,"adenylate kinase "
"239","n_stinkeri_1_405","conserved",4,"noahi_1_1501",57.477,"adenylate kinase "
"240","n_stinkeri_1_406","conserved",4,"gracillis_1_990",84.51,"preprotein translocase subunit SecY "
"241","n_stinkeri_1_406","conserved",4,"noahi_1_1500",77.677,"preprotein translocase subunit SecY "
"242","n_stinkeri_1_407","conserved",4,"gracillis_1_989",70.423,"50S ribosomal protein L15 "
"243","n_stinkeri_1_407","conserved",4,"noahi_1_1499",70.423,"50S ribosomal protein L15 "
"244","n_stinkeri_1_408","conserved",4,"gracillis_1_988",77.358,"30S ribosomal protein S5 "
"245","n_stinkeri_1_408","conserved",4,"noahi_1_1498",80.795,"30S ribosomal protein S5 "
"246","n_stinkeri_1_409","conserved",4,"gracillis_1_987",66.116,"50S ribosomal protein L18 "
"247","n_stinkeri_1_409","conserved",4,"noahi_1_1497",60.656,"50S ribosomal protein L18 "
"248","n_stinkeri_1_410","conserved",4,"gracillis_1_986",66.8555,"50S ribosomal protein L6 "
"249","n_stinkeri_1_410","conserved",4,"noahi_1_1496",62.921,"50S ribosomal protein L6 "
"250","n_stinkeri_1_411","conserved",4,"gracillis_1_985",66.154,"30S ribosomal protein S8 "
"251","n_stinkeri_1_411","conserved",4,"noahi_1_1495",67.692,"30S ribosomal protein S8 "
"252","n_stinkeri_1_412","conserved",4,"gracillis_1_983",78.652,"50S ribosomal protein L5 "
"253","n_stinkeri_1_412","conserved",4,"noahi_1_1493",79.444,"50S ribosomal protein L5 "
"254","n_stinkeri_1_413","conserved",4,"gracillis_1_982",65.487,"50S ribosomal protein L24 "
"255","n_stinkeri_1_413","conserved",4,"noahi_1_1492",59.259,"50S ribosomal protein L24 "
"256","n_stinkeri_1_414","conserved",4,"gracillis_1_981",81.301,"50S ribosomal protein L14 "
"257","n_stinkeri_1_414","conserved",4,"noahi_1_1491",82.114,"50S ribosomal protein L14 "
"258","n_stinkeri_1_415","conserved",4,"gracillis_1_980",63.953,"30S ribosomal protein S17 "
"259","n_stinkeri_1_415","conserved",4,"noahi_1_1490",62.963,"30S ribosomal protein S17 "
"260","n_stinkeri_1_416","conserved",4,"gracillis_1_979",63.636,"50S ribosomal protein L29 "
"261","n_stinkeri_1_416","conserved",4,"noahi_1_1489",66.102,"50S ribosomal protein L29 "
"262","n_stinkeri_1_417","conserved",4,"gracillis_1_978",80.741,"50S ribosomal protein L16 "
"263","n_stinkeri_1_417","conserved",4,"noahi_1_1488",80.741,"50S ribosomal protein L16 "
"264","n_stinkeri_1_418","conserved",4,"gracillis_1_977",75.576,"30S ribosomal protein S3 "
"265","n_stinkeri_1_418","conserved",4,"noahi_1_1487",78.378,"30S ribosomal protein S3 "
"266","n_stinkeri_1_419","conserved",4,"gracillis_1_976",72.072,"50S ribosomal protein L22 "
"267","n_stinkeri_1_419","conserved",4,"noahi_1_1486",64.865,"50S ribosomal protein L22 "
"268","n_stinkeri_1_420","conserved",4,"gracillis_1_975",84.211,"30S ribosomal protein S19 "
"269","n_stinkeri_1_420","conserved",4,"noahi_1_1485",80,"30S ribosomal protein S19 "
"270","n_stinkeri_1_421","conserved",4,"gracillis_1_974",74.275,"50S ribosomal protein L2 "
"271","n_stinkeri_1_421","conserved",4,"noahi_1_1484",73.455,"50S ribosomal protein L2 "
"272","n_stinkeri_1_422","conserved",4,"gracillis_1_973",60,"50S ribosomal protein L23 "
"273","n_stinkeri_1_422","conserved",4,"noahi_1_1483",52.688,"50S ribosomal protein L23 "
"274","n_stinkeri_1_423","conserved",4,"gracillis_1_972",59.33,"50S ribosomal protein L4 "
"275","n_stinkeri_1_423","conserved",4,"noahi_1_1482",55.981,"50S ribosomal protein L4 "
"276","n_stinkeri_1_424","conserved",4,"gracillis_1_971",57.277,"50S ribosomal protein L3 "
"277","n_stinkeri_1_424","conserved",4,"noahi_1_1481",62.5,"50S ribosomal protein L3 "
"278","n_stinkeri_1_425","conserved",4,"gracillis_1_970",96.117,"30S ribosomal protein S10 "
"279","n_stinkeri_1_425","conserved",4,"noahi_1_1480",96.078,"30S ribosomal protein S10 "
"280","n_stinkeri_1_426","conserved",4,"gracillis_1_969",87.406,"""elongation factor Tu "", ""translation elongation factor Tu """
"281","n_stinkeri_1_426","conserved",4,"noahi_1_1479",86.398,"""elongation factor Tu "", ""translation elongation factor Tu """
"282","n_stinkeri_1_427","conserved",4,"gracillis_1_968",78.336,"elongation factor G "
"283","n_stinkeri_1_427","conserved",4,"noahi_1_1478",73.932,"elongation factor G "
"284","n_stinkeri_1_428","conserved",4,"gracillis_1_967",74.051,"30S ribosomal protein S7 "
"285","n_stinkeri_1_428","conserved",4,"noahi_1_1477",79.747,"30S ribosomal protein S7 "
"286","n_stinkeri_1_429","conserved",4,"gracillis_1_966",88.889,"30S ribosomal protein S12 "
"287","n_stinkeri_1_429","conserved",4,"noahi_1_1476",88.618,"30S ribosomal protein S12 "
"288","n_stinkeri_1_430","conserved",4,"gracillis_1_965",84.134,"""DNA-directed RNA polymerase subunit beta' "", ""DNA-directed RNA polymerase, beta' subunit "", ""DNA-directed RNA polymerase subunit beta', partial """
"289","n_stinkeri_1_430","conserved",4,"noahi_1_1475",82.893,"""DNA-directed RNA polymerase subunit beta' "", ""DNA-directed RNA polymerase, beta' subunit "", ""DNA-directed RNA polymerase subunit beta', partial """
"290","n_stinkeri_1_431","conserved",4,"gracillis_1_964",76.014,"""DNA-directed RNA polymerase subunit beta "", ""DNA-directed RNA polymerase subunit beta, partial """
"291","n_stinkeri_1_431","conserved",4,"noahi_1_1474",75.641,"""DNA-directed RNA polymerase subunit beta "", ""DNA-directed RNA polymerase subunit beta, partial """
"292","n_stinkeri_1_432","conserved",4,"gracillis_1_963",79.297,"50S ribosomal protein L7/L12 "
"293","n_stinkeri_1_432","conserved",4,"noahi_1_1473",78.3465,"50S ribosomal protein L7/L12 "
"294","n_stinkeri_1_433","conserved",4,"gracillis_1_962",67.429,"50S ribosomal protein L10 "
"295","n_stinkeri_1_433","conserved",4,"noahi_1_1472",60.345,"50S ribosomal protein L10 "
"296","n_stinkeri_1_434","conserved",4,"gracillis_1_961",73.128,"50S ribosomal protein L1 "
"297","n_stinkeri_1_434","conserved",4,"noahi_1_1471",69.565,"50S ribosomal protein L1 "
"298","n_stinkeri_1_435","conserved",4,"gracillis_1_960",78.873,"50S ribosomal protein L11 "
"299","n_stinkeri_1_435","conserved",4,"noahi_1_1470",71.127,"50S ribosomal protein L11 "
"300","n_stinkeri_1_436","conserved",4,"gracillis_1_959",78.286,"transcription termination/antitermination protein NusG "
"301","n_stinkeri_1_436","conserved",4,"noahi_1_1469",75.287,"transcription termination/antitermination protein NusG "
"302","n_stinkeri_1_437","conserved",4,"gracillis_1_958",60,"preprotein translocase subunit SecE "
"303","n_stinkeri_1_438","conserved",4,"no_rbh",0,"""hypothetical protein COV66_01965 "", ""hypothetical protein COV67_10185 "", ""hypothetical protein COW89_00560 "", ""hypothetical protein """
"304","n_stinkeri_1_439","conserved",4,"gracillis_1_957",47.619,"""hypothetical protein COV66_01960 "", ""hypothetical protein COV67_10170 "", ""hypothetical protein "", ""hypothetical protein E2O44_06535 "", ""hypothetical protein E2O41_07575 "", ""hypothetical protein A3K09_01650 "", ""amidohydrolase family protein "", ""hypothetical protein E2O43_00905 "", ""hypothetical protein E2O45_05230 """
"305","n_stinkeri_1_439","conserved",4,"noahi_1_1466",49.441,"""hypothetical protein COV66_01960 "", ""hypothetical protein COV67_10170 "", ""hypothetical protein "", ""hypothetical protein E2O44_06535 "", ""hypothetical protein E2O41_07575 "", ""hypothetical protein A3K09_01650 "", ""amidohydrolase family protein "", ""hypothetical protein E2O43_00905 "", ""hypothetical protein E2O45_05230 """
"306","n_stinkeri_1_440","conserved",4,"gracillis_1_955",50.694,"""hypothetical protein COV66_01955 "", ""hypothetical protein COV67_10160 "", ""hypothetical protein "", ""hypothetical protein COW89_00550 "", ""isoprenylcysteine carboxylmethyltransferase family protein """
"307","n_stinkeri_1_440","conserved",4,"noahi_1_1464",45.833,"""hypothetical protein COV66_01955 "", ""hypothetical protein COV67_10160 "", ""hypothetical protein "", ""hypothetical protein COW89_00550 "", ""isoprenylcysteine carboxylmethyltransferase family protein """
"308","n_stinkeri_1_441","conserved",4,"gracillis_1_954",53.073,"tetraacyldisaccharide 4'-kinase "
"309","n_stinkeri_1_441","conserved",4,"noahi_1_1463",49.1475,"tetraacyldisaccharide 4'-kinase "
"310","n_stinkeri_1_442","conserved",4,"gracillis_1_953",45.084,"""hypothetical protein COV66_01945 "", ""hypothetical protein COV67_10150 "", ""hypothetical protein "", ""hypothetical protein E2O41_07560 "", ""hypothetical protein E2O43_00925 "", ""putative 3-deoxy-D-manno-octulosonic-acid transferase """
"311","n_stinkeri_1_442","conserved",4,"noahi_1_1462",44.819,"""hypothetical protein COV66_01945 "", ""hypothetical protein COV67_10150 "", ""hypothetical protein "", ""hypothetical protein E2O41_07560 "", ""hypothetical protein E2O43_00925 "", ""putative 3-deoxy-D-manno-octulosonic-acid transferase """
"312","n_stinkeri_1_443","conserved",4,"gracillis_1_952",47.268,"""hypothetical protein COV66_01940 "", ""hypothetical protein "", ""hypothetical protein E2O44_04110 "", ""hypothetical protein E2O41_07555 "", ""hypothetical protein E2O42_04860 "", ""hypothetical protein E2O43_00930 """
"313","n_stinkeri_1_443","conserved",4,"noahi_1_1461",42.823,"""hypothetical protein COV66_01940 "", ""hypothetical protein "", ""hypothetical protein E2O44_04110 "", ""hypothetical protein E2O41_07555 "", ""hypothetical protein E2O42_04860 "", ""hypothetical protein E2O43_00930 """
"314","n_stinkeri_1_444","conserved",4,"gracillis_1_365",41.818,"inorganic diphosphatase "
"315","n_stinkeri_1_444","conserved",4,"noahi_1_1820",71.512,"inorganic diphosphatase "
"316","n_stinkeri_1_445","conserved",4,"no_rbh",0,"""hypothetical protein COV67_05280 "", ""hypothetical protein COV66_01190 "", ""endoribonuclease MazF "", ""growth inhibitor """
"317","n_stinkeri_1_446","conserved",4,"no_rbh",0,"""AbrB/MazE/SpoVT family DNA-binding domain-containing protein "", ""AbrB/MazE/SpoVT family DNA-binding domain-containing protein, partial "", ""PbsX family transcriptional regulator """
"318","n_stinkeri_1_447","conserved",4,"no_rbh",0,NA
"319","n_stinkeri_1_448","conserved",4,"noahi_1_897",80.926,"""DUF4172 domain-containing protein "", ""hypothetical protein SCABRO_00363 "", ""Adenosine monophosphate-protein transferase SoFic "", ""Fic family protein """
"320","n_stinkeri_1_449","conserved",4,"gracillis_1_1471",49.231,"""hypothetical protein COV66_01215 "", ""hypothetical protein E2O44_07590 "", ""hypothetical protein COV67_13235, partial "", ""hypothetical protein "", ""hypothetical protein E2O43_07395 """
"321","n_stinkeri_1_449","conserved",4,"noahi_1_1799",37.247,"""hypothetical protein COV66_01215 "", ""hypothetical protein E2O44_07590 "", ""hypothetical protein COV67_13235, partial "", ""hypothetical protein "", ""hypothetical protein E2O43_07395 """
"322","n_stinkeri_1_450","conserved",4,"gracillis_1_1469",66.857,"""hypothetical protein COV66_00510 "", ""hypothetical protein COV67_13230 "", ""hypothetical protein """
"323","n_stinkeri_1_450","conserved",4,"noahi_1_1078",69.886,"""hypothetical protein COV66_00510 "", ""hypothetical protein COV67_13230 "", ""hypothetical protein """
"324","n_stinkeri_1_451","conserved",4,"gracillis_1_1468",90.449,"""NADH-quinone oxidoreductase "", ""NADH-quinone oxidoreductase subunit B """
"325","n_stinkeri_1_451","conserved",4,"noahi_1_1077",92.486,"""NADH-quinone oxidoreductase "", ""NADH-quinone oxidoreductase subunit B """
"326","n_stinkeri_1_1551","island",5,"gracillis_1_1068",31.204,"""asparagine synthase (glutamine-hydrolyzing "", ""asparagine synthase (glutamine-hydrolyzing, partial """
"327","n_stinkeri_1_1551","island",5,"noahi_1_1927",32.092,"""asparagine synthase (glutamine-hydrolyzing "", ""asparagine synthase (glutamine-hydrolyzing, partial """
"328","n_stinkeri_1_1552","island",5,"no_rbh",0,"""hypothetical protein A2056_01745 "", ""hypothetical protein A2067_07790 "", ""hypothetical protein A2090_03080 "", ""hypothetical protein A2Y48_05180 "", ""hypothetical protein A2Z60_01040 "", ""hypothetical protein A2X99_06175 "", ""elongation factor Tu "", ""hypothetical protein A3F88_04150 """
"329","n_stinkeri_1_1553","island",5,"no_rbh",0,"""sulfate adenylyltransferase "", ""Sulfate adenylyltransferase subunit 2 "", ""sulfate adenylyltransferase subunit 2 """
"330","n_stinkeri_1_1554","island",5,"no_rbh",0,"""hypothetical protein A2090_02390 "", ""hypothetical protein A3H47_00935 "", ""hypothetical protein A3F88_07785 "", ""hypothetical protein A3J24_00795 "", ""hypothetical protein "", ""hypothetical protein A2235_05000, partial "", ""hypothetical protein A2067_01360 "", ""hypothetical protein A2X99_06165 "", ""hypothetical protein A2026_15605 "", ""hypothetical protein A2022_08865, partial """
"331","n_stinkeri_1_1555","island",5,"no_rbh",0,"""hypothetical protein A2Z47_00365 "", ""hypothetical protein A7316_02755 "", ""sulfatase-like hydrolase/transferase "", ""hypothetical protein "", ""phosphodiesterase "", ""hypothetical protein C0621_02275 "", ""hypothetical protein A3K82_00380 """
"332","n_stinkeri_1_1556","island",5,"no_rbh",0,"""hypothetical protein DMF98_00975 "", ""hypothetical protein DMF89_15370 "", ""FkbM family methyltransferase "", ""ABC transporter ATP-binding protein "", ""ABC transporter ATP-binding protein, partial "", ""hypothetical protein "", ""ATP-binding cassette domain-containing protein """
"333","n_stinkeri_1_1557","island",5,"no_rbh",0,"""O-antigen export system permease "", ""hypothetical protein DMF98_05490 "", ""O-antigen export system permease RfbD "", ""hypothetical protein """
"334","n_stinkeri_1_1558","island",5,"no_rbh",0,"""hypothetical protein DMF98_05495 "", ""hypothetical protein DMF91_22720 "", ""hypothetical protein DMF93_21580 "", ""hypothetical protein DMF94_32620 "", ""alginate lyase family protein "", ""hypothetical protein DMF97_00565 "", ""hypothetical protein """
"335","n_stinkeri_1_1559","island",5,"no_rbh",0,"""hypothetical protein DMF95_09950 "", ""hypothetical protein DMF96_14395 "", ""hypothetical protein DMF94_32605 "", ""hypothetical protein DMF96_14390 "", ""methyltransferase domain-containing protein "", ""hypothetical protein DMF98_05500 "", ""hypothetical protein "", ""hypothetical protein DMG02_30245 "", ""hypothetical protein DMG03_21260 """
"336","n_stinkeri_1_1560","island",5,"no_rbh",0,"""oxidoreductase "", ""zinc-binding dehydrogenase """
"337","n_stinkeri_1_1561","island",5,"no_rbh",0,"""MULTISPECIES: UDP-N-acetyl-D-mannosamine dehydrogenase "", ""UDP-N-acetyl-D-mannosamine dehydrogenase "", ""UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase """
"338","n_stinkeri_1_1562","island",5,"no_rbh",0,"""UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing "", ""UDP-N-acetyl glucosamine 2-epimerase """
"339","n_stinkeri_1_1563","island",5,"noahi_1_2621",39.6045,"""MBOAT family protein "", ""hypothetical protein "", ""membrane-bound O-acyltransferase family protein """
"340","n_stinkeri_1_1564","island",5,"no_rbh",0,"""hypothetical protein DMF89_09935 "", ""hypothetical protein D6680_12490 "", ""hypothetical protein "", ""hypothetical protein DCF20_05685 "", ""hypothetical protein E6J56_01640 "", ""hypothetical protein A2075_00570 """
"341","n_stinkeri_1_1565","island",5,"no_rbh",0,"""hypothetical protein A2498_07645 "", ""NAD-dependent epimerase/dehydratase family protein "", ""SDR family oxidoreductase "", ""epimerase "", ""uncharacterized protein LOC114955515 "", ""Nucleoside-diphosphate-sugar epimerase "", ""PREDICTED: uncharacterized protein y4nG-like """
"342","n_stinkeri_1_1566","island",5,"no_rbh",0,"""NAD-dependent epimerase/dehydratase family protein "", ""epimerase "", ""GDP-L-fucose synthase """
"343","n_stinkeri_1_1567","island",5,"no_rbh",0,"""radical SAM protein "", ""hypothetical protein SK35_03875 """
"344","n_stinkeri_1_1568","island",5,"no_rbh",0,"radical SAM protein "
"345","n_stinkeri_1_1569","island",5,"no_rbh",0,"""UDP-glucose/GDP-mannose dehydrogenase family protein "", ""nucleotide sugar dehydrogenase "", ""GDP-mannose dehydrogenase "", ""UDP-glucose 6-dehydrogenase """
"346","n_stinkeri_1_1570","island",5,"no_rbh",0,"""hypothetical protein A3I61_09290 "", ""hypothetical protein "", ""hypothetical protein A3H29_04055 "", ""hypothetical protein A2X46_16040 "", ""hypothetical protein A2017_07595 "", ""hypothetical protein DRQ07_01410 """
"347","n_stinkeri_1_1571","island",5,"no_rbh",0,NA
"348","n_stinkeri_1_1572","island",5,"no_rbh",0,"""methyltransferase type 12 "", ""class I SAM-dependent methyltransferase "", ""Methyltransferase type 12 """
"349","n_stinkeri_1_1573","island",5,"no_rbh",0,"""hypothetical protein A2289_22555 "", ""glycosyltransferase "", ""hypothetical protein C5B47_05135 "", ""Chondroitin polymerase """
"350","n_stinkeri_1_1574","island",5,"gracillis_1_516",60.253,"""L-2-hydroxyglutarate oxidase "", ""FAD-dependent oxidoreductase """
"351","n_stinkeri_1_1575","island",5,"gracillis_1_533",73.333,"""B12-binding domain-containing radical SAM protein "", ""radical SAM protein "", ""conserved hypothetical protein """
"352","n_stinkeri_1_1576","island",5,"gracillis_1_480",52.3585,"""hypothetical protein COV66_10625 "", ""hypothetical protein "", ""hypothetical protein A2W22_00550 "", ""hypothetical protein A2089_11535 "", ""hypothetical protein A2270_04690 "", ""hypothetical protein EX341_00690 "", ""hypothetical protein A3G13_01865 "", ""hypothetical protein A2879_01885 "", ""hypothetical protein SCARUB_04596 """
"353","n_stinkeri_1_1577","island",5,"gracillis_1_479",44.9015,"""hypothetical protein COV66_10620 "", ""hypothetical protein A2W22_00555 "", ""hypothetical protein EX341_00695 "", ""hypothetical protein A2Y81_05890 "", ""hypothetical protein SCARUB_04411 "", ""hypothetical protein D4R73_02700 "", ""hypothetical protein EPN54_05710 "", ""hypothetical protein "", ""hypothetical protein A2879_01880 """
